Datetime,OPEN,HIGH,LOW,CLOSE,VOLUME
2019-01-04 14:31:00,1347.164795,1347.164795,1347.164795,1347.164795,0.000000
2019-01-04 14:32:00,1347.437500,1347.437500,1347.437500,1347.437500,0.000000
2019-01-04 14:33:00,1347.690430,1347.690430,1347.690430,1347.690430,0.000000
2019-01-04 14:34:00,1348.049927,1348.049927,1348.049927,1348.049927,0.000000
2019-01-04 14:35:00,1348.415039,1348.415039,1348.415039,1348.415039,0.000000
2019-01-04 14:37:00,1350.387207,1350.387207,1350.387207,1350.387207,0.000000
2019-01-04 14:38:00,1352.043701,1352.043701,1352.043701,1352.043701,0.000000
2019-01-04 14:39:00,1352.777954,1352.777954,1352.777954,1352.777954,0.000000
2019-01-04 14:40:00,1352.744385,1352.744385,1352.744385,1352.744385,0.000000
2019-01-04 14:41:00,1352.404663,1352.404663,1352.404663,1352.404663,0.000000
2019-01-04 14:42:00,1352.904541,1352.904541,1352.904541,1352.904541,0.000000
2019-01-04 14:43:00,1353.524780,1353.524780,1353.524780,1353.524780,0.000000
2019-01-04 14:44:00,1354.473389,1354.473389,1354.473389,1354.473389,0.000000
2019-01-04 14:45:00,1354.370972,1354.370972,1354.370972,1354.370972,0.000000
2019-01-04 14:46:00,1354.304443,1354.304443,1354.304443,1354.304443,0.000000
2019-01-04 14:47:00,1353.825073,1353.825073,1353.825073,1353.825073,0.000000
2019-01-04 14:48:00,1353.920410,1353.920410,1353.920410,1353.920410,0.000000
2019-01-04 14:49:00,1354.024048,1354.024048,1354.024048,1354.024048,0.000000
2019-01-04 14:50:00,1354.592041,1354.592041,1354.592041,1354.592041,0.000000
2019-01-04 14:51:00,1355.162476,1355.162476,1355.162476,1355.162476,0.000000
2019-01-04 14:52:00,1355.698608,1355.698608,1355.698608,1355.698608,0.000000
2019-01-04 14:53:00,1357.233521,1357.233521,1357.233521,1357.233521,0.000000
2019-01-04 14:54:00,1358.391846,1358.391846,1358.391846,1358.391846,0.000000
2019-01-04 14:55:00,1357.164551,1357.164551,1357.164551,1357.164551,0.000000
2019-01-04 14:56:00,1357.244629,1357.244629,1357.244629,1357.244629,0.000000
2019-01-04 14:57:00,1357.246338,1357.246338,1357.246338,1357.246338,0.000000
2019-01-04 14:58:00,1357.703125,1357.703125,1357.703125,1357.703125,0.000000
2019-01-04 14:59:00,1357.683716,1357.683716,1357.683716,1357.683716,0.000000
2019-01-04 15:00:00,1358.185425,1358.185425,1358.185425,1358.185425,0.000000
2019-01-04 15:01:00,1359.301392,1359.301392,1359.301392,1359.301392,0.000000
2019-01-04 15:02:00,1361.078247,1361.078247,1361.078247,1361.078247,0.000000
2019-01-04 15:03:00,1360.828735,1360.828735,1360.828735,1360.828735,0.000000
2019-01-04 15:04:00,1361.398193,1361.398193,1361.398193,1361.398193,0.000000
2019-01-04 15:05:00,1361.570801,1361.570801,1361.570801,1361.570801,0.000000
2019-01-04 15:06:00,1361.470825,1361.470825,1361.470825,1361.470825,0.000000
2019-01-04 15:07:00,1361.159790,1361.159790,1361.159790,1361.159790,0.000000
2019-01-04 15:08:00,1361.766602,1361.766602,1361.766602,1361.766602,0.000000
2019-01-04 15:09:00,1362.599854,1362.599854,1362.599854,1362.599854,0.000000
2019-01-04 15:11:00,1363.673462,1363.673462,1363.673462,1363.673462,0.000000
2019-01-04 15:12:00,1364.031860,1364.031860,1364.031860,1364.031860,0.000000
2019-01-04 15:13:00,1363.824951,1363.824951,1363.824951,1363.824951,0.000000
2019-01-04 15:14:00,1363.161865,1363.161865,1363.161865,1363.161865,0.000000
2019-01-04 15:15:00,1362.646606,1362.646606,1362.274048,1362.274048,0.000000
