Datetime,OPEN,HIGH,LOW,CLOSE,VOLUME
2018-10-26 07:01:00,869.014099,869.014099,869.014099,869.014099,0.000000
2018-10-26 07:02:00,865.000000,865.000000,865.000000,865.000000,3563.000000
2018-10-26 07:04:00,863.500000,863.500000,863.500000,863.500000,4224.000000
2018-10-26 07:06:00,867.500000,867.500000,867.000000,867.000000,4835.000000
2018-10-26 07:07:00,866.000000,866.000000,866.000000,866.000000,1951.000000
2018-10-26 07:08:00,865.000000,865.500000,865.000000,865.500000,6807.000000
2018-10-26 07:09:00,864.500000,865.000000,863.000000,865.000000,12232.000000
2018-10-26 07:12:00,864.150024,864.150024,864.150024,864.150024,3164.000000
2018-10-26 07:13:00,865.000000,865.000000,865.000000,865.000000,2104.000000
2018-10-26 07:15:00,864.500000,864.500000,864.500000,864.500000,1858.000000
2018-10-26 07:16:00,864.500000,864.500000,864.500000,864.500000,7591.000000
2018-10-26 07:17:00,865.000000,867.500000,865.000000,867.000000,6421.000000
2018-10-26 07:18:00,866.000000,866.000000,866.000000,866.000000,1116.000000
2018-10-26 07:19:00,867.000000,867.000000,867.000000,867.000000,2588.000000
2018-10-26 07:20:00,867.000000,867.000000,867.000000,867.000000,2726.000000
2018-10-26 07:21:00,866.000000,866.000000,866.000000,866.000000,730.000000
2018-10-26 07:23:00,864.500000,864.500000,864.500000,864.500000,10020.000000
2018-10-26 07:24:00,865.500000,865.500000,865.500000,865.500000,2741.000000
2018-10-26 07:25:00,864.500000,864.500000,864.500000,864.500000,4862.000000
2018-10-26 07:26:00,864.000000,864.000000,864.000000,864.000000,3184.000000
2018-10-26 07:28:00,864.500000,864.500000,864.500000,864.500000,1550.000000
2018-10-26 07:32:00,864.500000,864.500000,864.000000,864.000000,5172.000000
2018-10-26 07:34:00,864.500000,864.500000,864.500000,864.500000,1577.000000
2018-10-26 07:36:00,865.000000,865.500000,865.000000,865.500000,5837.000000
2018-10-26 07:37:00,865.500000,866.500000,865.500000,866.500000,4909.000000
2018-10-26 07:39:00,866.500000,866.500000,866.500000,866.500000,1483.000000
2018-10-26 07:40:00,868.500000,868.500000,868.500000,868.500000,1870.000000
2018-10-26 07:42:00,867.500000,867.500000,867.500000,867.500000,1215.000000
2018-10-26 07:44:00,866.007080,866.007080,866.007080,866.007080,1729.000000
2018-10-26 07:45:00,867.500000,867.500000,867.500000,867.500000,1318.000000
2018-10-26 07:47:00,868.000000,868.500000,868.000000,868.500000,3463.000000
2018-10-26 07:49:00,868.500000,868.500000,868.500000,868.500000,1051.000000
2018-10-26 07:52:00,868.500000,869.500000,868.500000,869.500000,1837.000000
2018-10-26 07:54:00,869.500000,869.500000,869.500000,869.500000,118.000000
2018-10-26 07:56:00,868.500000,869.000000,868.500000,869.000000,3577.000000
2018-10-26 07:58:00,868.500000,868.500000,868.500000,868.500000,1545.000000
2018-10-26 08:02:00,868.500000,868.500000,868.500000,868.500000,430.000000
2018-10-26 08:06:00,867.500000,867.500000,867.500000,867.500000,749.000000
2018-10-26 08:07:00,866.500000,866.500000,866.500000,866.500000,3177.000000
2018-10-26 08:08:00,867.000000,867.000000,867.000000,867.000000,2401.000000
2018-10-26 08:09:00,868.500000,868.500000,868.500000,868.500000,2633.000000
2018-10-26 08:11:00,868.500000,868.500000,868.000000,868.000000,4790.000000
2018-10-26 08:15:00,868.000000,868.000000,868.000000,868.000000,822.000000
2018-10-26 08:16:00,868.500000,870.000000,868.500000,870.000000,6496.000000
2018-10-26 08:17:00,870.000000,870.000000,870.000000,870.000000,2843.000000
2018-10-26 08:18:00,870.000000,870.000000,870.000000,870.000000,2288.000000
2018-10-26 08:20:00,870.000000,870.000000,870.000000,870.000000,3451.000000
2018-10-26 08:21:00,869.500000,869.500000,869.500000,869.500000,2379.000000
2018-10-26 08:24:00,869.500000,869.500000,868.500000,868.500000,6582.000000
2018-10-26 08:25:00,868.500000,868.500000,868.500000,868.500000,4806.000000
2018-10-26 08:27:00,867.500000,867.500000,867.500000,867.500000,3321.000000
2018-10-26 08:28:00,868.140015,868.140015,868.140015,868.140015,409.000000
2018-10-26 08:32:00,867.000000,867.500000,867.000000,867.500000,9440.000000
2018-10-26 08:35:00,867.500000,868.000000,867.500000,868.000000,9896.000000
2018-10-26 08:37:00,868.000000,868.000000,868.000000,868.000000,1816.000000
2018-10-26 08:38:00,867.500000,867.500000,867.500000,867.500000,1366.000000
2018-10-26 08:39:00,867.000000,867.000000,867.000000,867.000000,835.000000
2018-10-26 08:40:00,867.000000,867.000000,867.000000,867.000000,1323.000000
2018-10-26 08:42:00,866.000000,866.000000,866.000000,866.000000,3206.000000
2018-10-26 08:43:00,865.500000,865.500000,865.500000,865.500000,1454.000000
2018-10-26 08:48:00,864.500000,864.500000,864.500000,864.500000,2508.000000
2018-10-26 08:49:00,865.000000,866.000000,865.000000,866.000000,7385.000000
2018-10-26 08:50:00,866.500000,866.500000,866.500000,866.500000,3108.000000
2018-10-26 08:52:00,866.500000,866.500000,866.500000,866.500000,4139.000000
2018-10-26 08:53:00,867.000000,867.000000,867.000000,867.000000,3149.000000
2018-10-26 08:55:00,866.640015,866.640015,865.500000,865.500000,3144.000000
2018-10-26 08:58:00,865.500000,865.500000,865.500000,865.500000,3389.000000
2018-10-26 09:01:00,866.500000,866.500000,866.500000,866.500000,5644.000000
2018-10-26 09:02:00,866.000000,866.000000,866.000000,866.000000,2154.000000
2018-10-26 09:03:00,866.003479,866.003479,866.003479,866.003479,1377.000000
2018-10-26 09:06:00,865.500000,865.500000,865.500000,865.500000,1547.000000
2018-10-26 09:07:00,866.000000,866.000000,866.000000,866.000000,650.000000
2018-10-26 09:09:00,866.000000,866.500000,866.000000,866.500000,7964.000000
2018-10-26 09:10:00,867.000000,867.000000,867.000000,867.000000,8309.000000
2018-10-26 09:13:00,867.003479,867.003479,867.003479,867.003479,974.000000
2018-10-26 09:14:00,867.500000,867.500000,867.500000,867.500000,9620.000000
2018-10-26 09:16:00,868.000000,869.500000,868.000000,869.500000,5665.000000
2018-10-26 09:17:00,870.000000,870.000000,870.000000,870.000000,7970.000000
2018-10-26 09:18:00,871.500000,871.500000,871.500000,871.500000,4916.000000
2018-10-26 09:19:00,871.000000,871.000000,871.000000,871.000000,639.000000
2018-10-26 09:20:00,870.000000,870.000000,870.000000,870.000000,1978.000000
2018-10-26 09:21:00,870.500000,870.500000,870.500000,870.500000,3717.000000
2018-10-26 09:22:00,871.000000,871.000000,871.000000,871.000000,2314.000000
2018-10-26 09:25:00,871.000000,871.000000,871.000000,871.000000,7113.000000
2018-10-26 09:27:00,871.000000,871.000000,871.000000,871.000000,1460.000000
2018-10-26 09:28:00,871.500000,872.000000,871.500000,871.500000,16207.000000
2018-10-26 09:30:00,871.000000,871.000000,870.500000,870.500000,30804.000000
2018-10-26 09:31:00,869.500000,869.500000,869.500000,869.500000,7497.000000
2018-10-26 09:32:00,870.000000,870.000000,870.000000,870.000000,862.000000
2018-10-26 09:33:00,870.000000,870.000000,870.000000,870.000000,8696.000000
2018-10-26 09:36:00,869.500000,869.500000,869.500000,869.500000,5474.000000
2018-10-26 09:37:00,869.000000,869.000000,869.000000,869.000000,3889.000000
2018-10-26 09:39:00,869.000000,869.000000,868.000000,868.000000,9105.000000
2018-10-26 09:41:00,868.000000,868.500000,868.000000,868.500000,14073.000000
2018-10-26 09:42:00,868.000000,868.000000,868.000000,868.000000,2232.000000
2018-10-26 09:44:00,868.000000,868.000000,868.000000,868.000000,314.000000
2018-10-26 09:45:00,868.000000,868.000000,868.000000,868.000000,589.000000
2018-10-26 09:47:00,868.500000,868.500000,868.500000,868.500000,2257.000000
2018-10-26 09:48:00,869.000000,869.000000,869.000000,869.000000,4386.000000
2018-10-26 09:49:00,868.000000,868.000000,868.000000,868.000000,2643.000000
2018-10-26 09:51:00,868.000000,868.000000,868.000000,868.000000,661.000000
2018-10-26 09:53:00,868.003479,868.003479,868.003479,868.003479,253.000000
2018-10-26 09:54:00,868.000000,868.000000,868.000000,868.000000,468.000000
2018-10-26 09:55:00,868.000000,868.000000,868.000000,868.000000,1673.000000
2018-10-26 09:56:00,868.500000,868.500000,868.500000,868.500000,695.000000
2018-10-26 09:58:00,868.000000,868.000000,868.000000,868.000000,720.000000
2018-10-26 10:00:00,868.350708,868.350708,868.350708,868.350708,2369.000000
2018-10-26 10:02:00,868.000000,868.000000,868.000000,868.000000,1847.000000
2018-10-26 10:03:00,867.632812,867.632812,867.632812,867.632812,3489.000000
2018-10-26 10:07:00,868.000000,868.000000,868.000000,868.000000,1250.000000
2018-10-26 10:10:00,868.000000,868.000000,867.500000,867.500000,5563.000000
2018-10-26 10:11:00,867.500000,867.500000,867.500000,867.500000,1565.000000
2018-10-26 10:13:00,868.000000,868.000000,867.500000,867.500000,3653.000000
2018-10-26 10:15:00,867.500000,867.500000,867.500000,867.500000,507.000000
2018-10-26 10:17:00,868.000000,868.500000,868.000000,868.500000,6815.000000
2018-10-26 10:18:00,869.000000,869.000000,869.000000,869.000000,1481.000000
2018-10-26 10:19:00,869.500000,869.500000,869.000000,869.000000,7862.000000
2018-10-26 10:22:00,869.000000,869.000000,869.000000,869.000000,279.000000
2018-10-26 10:27:00,868.500000,868.500000,868.000000,868.000000,3432.000000
2018-10-26 10:28:00,867.000000,867.000000,867.000000,867.000000,1484.000000
2018-10-26 10:30:00,867.000000,867.000000,867.000000,867.000000,121444.000000
2018-10-26 10:34:00,867.000000,867.500000,867.000000,867.500000,4712.000000
2018-10-26 10:35:00,867.500000,867.500000,867.500000,867.500000,1600.000000
2018-10-26 10:36:00,868.000000,868.000000,867.500000,867.500000,7614.000000
2018-10-26 10:37:00,868.500000,868.500000,868.500000,868.500000,1532.000000
2018-10-26 10:38:00,868.000000,868.000000,868.000000,868.000000,1128.000000
2018-10-26 10:39:00,868.000000,868.000000,868.000000,868.000000,3001.000000
2018-10-26 10:41:00,868.325012,868.325012,868.325012,868.325012,230.000000
2018-10-26 10:45:00,867.500000,867.500000,867.500000,867.500000,1683.000000
2018-10-26 10:48:00,867.500000,867.500000,867.500000,867.500000,797.000000
2018-10-26 10:50:00,868.000000,868.500000,868.000000,868.500000,13339.000000
2018-10-26 10:55:00,868.500000,868.500000,868.500000,868.500000,410.000000
2018-10-26 10:56:00,868.500000,868.500000,867.000000,867.000000,15525.000000
2018-10-26 10:57:00,867.000000,867.000000,866.000000,866.000000,19906.000000
2018-10-26 10:58:00,865.000000,865.000000,865.000000,865.000000,4296.000000
2018-10-26 10:59:00,865.500000,866.500000,865.500000,866.500000,26659.000000
2018-10-26 11:02:00,865.500000,867.000000,865.000000,867.000000,72720.000000
2018-10-26 11:03:00,866.000000,866.000000,865.500000,865.500000,14326.000000
2018-10-26 11:04:00,866.000000,866.000000,866.000000,866.000000,19216.000000
2018-10-26 11:06:00,866.000000,866.000000,865.500000,865.500000,9351.000000
2018-10-26 11:08:00,865.000000,865.000000,864.500000,864.500000,7761.000000
2018-10-26 11:09:00,865.000000,865.000000,865.000000,865.000000,20148.000000
2018-10-26 11:10:00,865.000000,866.500000,865.000000,866.500000,57415.000000
2018-10-26 11:14:00,865.500000,865.500000,865.500000,865.500000,2811.000000
2018-10-26 11:15:00,865.500000,865.500000,865.500000,865.500000,4379.000000
2018-10-26 11:17:00,865.500000,865.500000,865.500000,865.500000,4341.000000
2018-10-26 11:18:00,866.000000,867.000000,866.000000,867.000000,8713.000000
2018-10-26 11:21:00,867.500000,867.500000,867.500000,867.500000,2352.000000
2018-10-26 11:22:00,867.000000,867.000000,867.000000,867.000000,1906.000000
2018-10-26 11:25:00,867.000000,867.000000,867.000000,867.000000,2062.000000
2018-10-26 11:27:00,867.000000,867.000000,867.000000,867.000000,2227.000000
2018-10-26 11:29:00,867.000000,867.000000,867.000000,867.000000,2732.000000
2018-10-26 11:30:00,867.525024,867.525024,867.525024,867.525024,1888.000000
2018-10-26 11:31:00,867.500000,867.500000,867.500000,867.500000,871.000000
2018-10-26 11:32:00,867.500000,867.500000,867.500000,867.500000,1864.000000
2018-10-26 11:33:00,867.250000,867.250000,867.250000,867.250000,2461.000000
2018-10-26 11:36:00,867.500000,867.500000,867.500000,867.500000,6000.000000
2018-10-26 11:37:00,867.000000,867.000000,867.000000,867.000000,2624.000000
2018-10-26 11:41:00,866.500000,866.500000,866.500000,866.500000,3042.000000
2018-10-26 11:42:00,866.000000,866.000000,866.000000,866.000000,2552.000000
2018-10-26 11:44:00,866.500000,866.500000,866.500000,866.500000,6736.000000
2018-10-26 11:46:00,866.500000,866.500000,866.500000,866.500000,470.000000
2018-10-26 11:48:00,866.000000,866.000000,866.000000,866.000000,734.000000
2018-10-26 11:49:00,866.500000,866.500000,864.500000,864.500000,17984.000000
2018-10-26 11:51:00,864.000000,864.000000,864.000000,864.000000,3075.000000
2018-10-26 11:52:00,863.000000,863.000000,863.000000,863.000000,770.000000
2018-10-26 11:53:00,863.000000,863.000000,863.000000,863.000000,2531.000000
2018-10-26 11:55:00,863.000000,863.000000,863.000000,863.000000,492.000000
2018-10-26 11:58:00,862.500000,862.500000,862.000000,862.000000,8290.000000
2018-10-26 11:59:00,861.500000,861.500000,861.500000,861.500000,2168.000000
2018-10-26 12:00:00,862.000000,862.000000,862.000000,862.000000,9642.000000
2018-10-26 12:01:00,862.525024,862.525024,862.525024,862.525024,4097.000000
2018-10-26 12:02:00,863.500000,863.500000,863.500000,863.500000,1590.000000
2018-10-26 12:04:00,864.000000,864.000000,864.000000,864.000000,2788.000000
2018-10-26 12:06:00,864.323181,864.323181,864.323181,864.323181,3357.000000
